Location,City,city_name,state_name,Lat,Lng
"Irving, NY",1,Irving, NY,42.5673417,-79.11263339999999
"Iowa City, IA",1,Iowa City, IA,41.6611277,-91.5301683
"Indiana, IN",1,Indiana, IN,40.2671941,-86.1349019
"North Miami Beach, FL",1,North Miami Beach, FL,25.9331488,-80.1625463
"Opelika, AL",1,Opelika, AL,32.6454116,-85.3782795
"Indian Village, LA",1,Indian Village, LA,32.4729265,-92.4118094
"Indian Head, MD",1,Indian Head, MD,38.60011859999999,-77.1622016
"Independence, KS",1,Independence, KS,37.2242358,-95.7083131
"Hyattsville, MD",1,Hyattsville, MD,38.9559442,-76.9455301
"Orland Park, IL",1,Orland Park, IL,41.6303103,-87.85394250000002
"Huntington Beach, CA",1,Huntington Beach, CA,33.6594835,-117.9988026
"Huntingdon Valley, PA",1,Huntingdon Valley, PA,40.1379904,-75.07279559999999
"Ottawa, ON",1,Ottawa, ON,45.4215296,-75.69719309999999
"Ottumwa, IA",1,Ottumwa, IA,41.01602930000001,-92.40830220000001
"Oakland, MI",1,Oakland, MI,42.59219239999999,-83.33618799999999
"Jessup, PA",1,Jessup, PA,41.46869239999999,-75.5621309
"Oakbrook, IL",1,Oakbrook, IL,41.8397865,-87.95355339999999
"John's Creek, GA",1,John's Creek, GA,34.0289259,-84.198579
"La Grange Park, IL",1,La Grange Park, IL,41.8347535,-87.86172599999999
"Kotzebue, AK",1,Kotzebue, AK,66.89833329999999,-162.5966666
"Kokomo, IN",1,Kokomo, IN,40.486427,-86.13360329999999
"Klamath Falls, OR",1,Klamath Falls, OR,42.224867,-121.7816704
"Kitchener, DC",1,Kitchener, DC,43.4394286,-80.4935517
"Kirtland Afb, NM",1,Kirtland Afb, NM,35.0488288,-106.5505835
"Northfield, MN",1,Northfield, MN,44.4582983,-93.161604
"Northfield, VT",1,Northfield, VT,44.1511723,-72.65649859999999
"Kingman, AZ",1,Kingman, AZ,35.189443,-114.0530065
"Kettle Falls, WA",1,Kettle Falls, WA,48.6107354,-118.0558218
"Kettering, OH",1,Kettering, OH,39.68950359999999,-84.1688274
"Kent, WA",1,Kent, WA,47.3809335,-122.2348432
"Kennett Square, PA",1,Kennett Square, PA,39.8467767,-75.7116032
"Kennebunk, ME",1,Kennebunk, ME,43.3845306,-70.54399
"Ny (midtown), NY",1,Ny (midtown), NY,40.7549309,-73.9840195
"Katy, TX",1,Katy, TX,29.7857853,-95.8243956
"Karluk, AK",1,Karluk, AK,57.5719444,-154.4555556
"O' Fallon, MO",1,O' Fallon, MO,38.8106075,-90.69984769999999
"Kannapolis, NC",1,Kannapolis, NC,35.4873613,-80.6217341
"Kanab, UT",1,Kanab, UT,37.0474855,-112.5263145
"Johnson City, TN",1,Johnson City, TN,36.3134397,-82.3534727
"Laurel, MS",1,Laurel, MS,31.6940509,-89.1306124
"New Hartford, NY",1,New Hartford, NY,43.073403,-75.2876661
"Endicott, NY",1,Endicott, NY,42.098408,-76.04936839999999
"Marion, IL",1,Marion, IL,37.7306054,-88.9331256
"Midlothian, VA",1,Midlothian, VA,37.5061069,-77.6490005
"Mather, CA",1,Mather, CA,38.5434594,-121.2783728
"Milford, MI",1,Milford, MI,42.5916684,-83.6003703
"Milford, OH",1,Milford, OH,39.1753377,-84.29438209999999
"Millcreek, UT",1,Millcreek, UT,40.6868914,-111.8754907
"Marquette, MI",1,Marquette, MI,46.5436199,-87.3953713
"Milwaukee, MD",1,Milwaukee, MD,42.9896936,-87.95031639999999
"Marion, MA",1,Marion, MA,41.697719,-70.7525299
"Milwaukie, OR",1,Milwaukie, OR,45.4465323,-122.6323315
"Minden, NV",1,Minden, NV,38.9540739,-119.7657332
"Marietta, PA",1,Marietta, PA,40.0570411,-76.5521882
"Mattoon, IL",1,Mattoon, IL,39.48308970000001,-88.37282549999999
"Marcy, NY",1,Marcy, NY,43.1706253,-75.2915564
"Miramar Beach, FL",1,Miramar Beach, FL,30.374367,-86.3585578
"Maple Plain, MN",1,Maple Plain, MN,45.0067822,-93.6555315
"Mission, KS",1,Mission, KS,39.0277832,-94.6557914
"Manhattan/queens, NY",1,Manhattan/queens, NY,40.7830603,-73.9712488
"Manchester, TN",1,Manchester, TN,35.4817431,-86.0885993
"Monmouth Junction, NJ",1,Monmouth Junction, NJ,40.3789957,-74.54654359999999
"Monroe Twp, PA",1,Monroe Twp, PA,40.1609591,-77.067959
"Madisonville, LA",1,Madisonville, LA,30.4043607,-90.1570232
"Madison, NJ",1,Madison, NJ,40.7598227,-74.417097
"Midland, MI",1,Midland, MI,43.6155825,-84.2472116
"Middletown, OH",1,Middletown, OH,39.5150576,-84.39827629999999
"New Castle, PA",1,New Castle, PA,41.0036719,-80.34700900000001
"Mesquite, NV",1,Mesquite, NV,36.80553099999999,-114.06719
"Mentor On The Lake, OH",1,Mentor On The Lake, OH,41.7128807,-81.3612097
"Menlo Park, CT",1,Menlo Park, CT,37.7820317,-121.5560432
"Mentor-on-the-lake, OH",1,Mentor-on-the-lake, OH,41.7128807,-81.3612097
"Medley, FL",1,Medley, FL,25.8406526,-80.3264404
"Mercer Island, WA",1,Mercer Island, WA,47.5706548,-122.2220674
"Medina, OH",1,Medina, OH,41.143245,-81.8552196
"Merrifield, VA",1,Merrifield, VA,38.8742785,-77.2269262
"Merrillville, IN",1,Merrillville, IN,41.4828144,-87.33281389999999
"Medford, OR",1,Medford, OR,42.3265152,-122.8755949
"Mescalero, NM",1,Mescalero, NM,33.15758539999999,-105.7741541
"Mesquite, TX",1,Mesquite, TX,32.76679550000001,-96.5991593
"Mayfield Heights, OH",1,Mayfield Heights, OH,41.5192189,-81.45789599999999
"Mcpherson, KS",1,Mcpherson, KS,38.3708415,-97.66420869999999
"Miami Gardens, FL",1,Miami Gardens, FL,25.9420377,-80.2456045
"Miami Springs, FL",1,Miami Springs, FL,25.8223198,-80.289495
"Mclean, DE",1,Mclean, DE,38.9170117,-77.2227928
"Middelton, WI",1,Middelton, WI,43.09721740000001,-89.5042876
"Middleton, WI",1,Middleton, WI,43.09721740000001,-89.5042876
"Maynard, MA",1,Maynard, MA,42.4334903,-71.4495058
"Middletown, DE",1,Middletown, DE,39.449556,-75.7163207
"Middletown, MD",1,Middletown, MD,39.4437123,-77.5447102
"Mayfield Hts, OH",1,Mayfield Hts, OH,41.5192189,-81.45789599999999
"Madison Ave, NY",1,Madison Ave, NY,40.7788867,-73.9602326
"Macungie, PA",1,Macungie, PA,40.51593039999999,-75.55518579999999
"Maclean, VA",1,Maclean, VA,38.9338676,-77.1772604
"Needham Heights, MA",1,Needham Heights, MA,42.2931469,-71.23199129999999
"Lexington, NC",1,Lexington, NC,35.8240265,-80.2533838
"Myrtle Beach, SC",1,Myrtle Beach, SC,33.6890603,-78.8866943
"Nags Head, NC",1,Nags Head, NC,35.9573922,-75.6240619
"Napa, CA",1,Napa, CA,38.2975381,-122.286865
"Leslie, WV",1,Leslie, WV,38.0445604,-80.7228678
"Nashotah, WI",1,Nashotah, WI,43.0977855,-88.40231899999999
"Lees Summit, MO",1,Lees Summit, MO,38.9108408,-94.3821724
"Lebanon, VA",1,Lebanon, VA,36.900942,-82.0801309
"Nashville-davidson, TN",1,Nashville-davidson, TN,36.1626638,-86.7816016
"Lebanon, PA",1,Lebanon, PA,40.3409251,-76.4113497
"Lebanon, NJ",1,Lebanon, NJ,40.6417683,-74.83599869999999
"Lynnwood, WA",1,Lynnwood, WA,47.8209301,-122.3151314
"Neptune Beach, FL",1,Neptune Beach, FL,30.311908,-81.39647339999999
"Leawood, KS",1,Leawood, KS,38.966673,-94.6169012
"New Bedford, MA",1,New Bedford, MA,41.6362152,-70.93420499999999
"Leavenworth, WA",1,Leavenworth, WA,47.5962326,-120.6614765
"New Bern, NC",1,New Bern, NC,35.108493,-77.04411429999999
"New Brighton, MN",1,New Brighton, MN,45.0655212,-93.2018908
"New Britain, CT",1,New Britain, CT,41.6612104,-72.7795419
"Layton, UT",1,Layton, UT,41.0602216,-111.9710529
"New Carrollton, MD",1,New Carrollton, MD,38.9657249,-76.88024829999999
"Lawrence, NJ",1,Lawrence, NJ,40.2778055,-74.7294313
"Murray Hill, NJ",1,Murray Hill, NJ,40.6951408,-74.4012651
"Liberty, SC",1,Liberty, SC,34.78789100000001,-82.69235909999999
"Mundelein, IL",1,Mundelein, IL,42.263079,-88.00396529999999
"Mulhall, OK",1,Mulhall, OK,36.06476550000001,-97.4069867
"Luttrell, TN",1,Luttrell, TN,36.1995269,-83.7418507
"Lowell, AR",1,Lowell, AR,36.2553543,-94.1307587
"Louisville, CO",1,Louisville, CO,39.977763,-105.1319296
"Louisiana, LA",1,Louisiana, LA,30.9842977,-91.96233269999999
"Los Angeles County, CA",1,Los Angeles County, CA,34.0522265,-118.2436596
"Los Alamos, NM",1,Los Alamos, NM,35.8800364,-106.3031138
"Morristown, TN",1,Morristown, TN,36.2139814,-83.29489219999999
"Lorton, VA",1,Lorton, VA,38.704282,-77.2277603
"Long View, NC",1,Long View, NC,35.7292987,-81.383421
"Long Key, FL",1,Long Key, FL,24.8240255,-80.81367829999999
"Long Branch, NJ",1,Long Branch, NJ,40.30427780000001,-73.9923596
"Lomita, CA",1,Lomita, CA,33.7922392,-118.3150722
"Live Oak, TX",1,Live Oak, TX,29.5652286,-98.33640249999999
"Mount Prospect, IL",1,Mount Prospect, IL,42.0664167,-87.9372908
"Mount Vernon, IL",1,Mount Vernon, IL,38.3172714,-88.9031201
"Mountain Home, AR",1,Mountain Home, AR,36.3353949,-92.381346
"Mphs, TN",1,Mphs, TN,35.1495343,-90.0489801
"Mt Pleasant, PA",1,Mt Pleasant, PA,40.1489607,-79.54114969999999
"Mt Pleasant, WI",1,Mt Pleasant, WI,42.7369942,-87.8844309
"Libertyville, IL",1,Libertyville, IL,42.2830786,-87.9531303
"Mulberry, FL",1,Mulberry, FL,27.8953038,-81.9734172
"Hunters Creek Village, TX",1,Hunters Creek Village, TX,29.7705062,-95.4954973
"Oviedo, FL",1,Oviedo, FL,28.669997,-81.20812029999999
"Owensville, IN",1,Owensville, IN,38.2719894,-87.6878036
"Franklin, VA",1,Franklin, VA,36.6776507,-76.9224608
"Rhinelander, WI",1,Rhinelander, WI,45.6366228,-89.4120753
"Ft Mill, SC",1,Ft Mill, SC,35.0073697,-80.94507589999999
"Ft Meade, MD",1,Ft Meade, MD,39.1137602,-76.7267773
"Richland, WA",1,Richland, WA,46.28042000000001,-119.2751996
"Richmond City, VA",1,Richmond City, VA,37.5407246,-77.4360481
"Richmond Heights, OH",1,Richmond Heights, OH,41.5528288,-81.5101208
"Ft Lauderdale, FL",1,Ft Lauderdale, FL,26.1224386,-80.13731740000001
"Richmond, NH",1,Richmond, NH,42.7544657,-72.27158760000002
"Richmond, TX",1,Richmond, TX,29.5821811,-95.76078319999999
"Fredericksburg, VA",1,Fredericksburg, VA,38.3031837,-77.4605399
"Frankfort, IN",1,Frankfort, IN,40.2794809,-86.5108355
"Ft. Belvoir, VA",1,Ft. Belvoir, VA,38.71887160000001,-77.15426839999999
"Frankfort, IL",1,Frankfort, IL,41.4958665,-87.84866129999999
"River Grove, IL",1,River Grove, IL,41.9258642,-87.83589429999999
"Riverdale, MD",1,Riverdale, MD,38.963444,-76.9316408
"Foxborough, MA",1,Foxborough, MA,42.0653812,-71.2478251
"Roanoke, VA",1,Roanoke, VA,37.2709704,-79.9414266
"Fortville, IN",1,Fortville, IN,39.9322625,-85.8480354
"Fort Sill, OK",1,Fort Sill, OK,34.5938359,-98.4184224
"Rock Creek, OH",1,Rock Creek, OH,41.6603329,-80.8606439
"Fort Rucker, AL",1,Fort Rucker, AL,31.3400515,-85.7153754
"Fort Mill, NC",1,Fort Mill, NC,35.0073697,-80.94507589999999
"Reynoldsburg, OH",1,Reynoldsburg, OH,39.9547861,-82.81211909999999
"Ft. Knox, KS",1,Ft. Knox, KS,37.7019822,-97.3411489
"Hot Sulphur Springs, CO",1,Hot Sulphur Springs, CO,40.0730411,-106.1027991
"Reading, MA",1,Reading, MA,42.5256563,-71.0952891
"Raleigh, ND",1,Raleigh, ND,46.35814209999999,-101.3058774
"Raleigh, NY",1,Raleigh, NY,35.7795897,-78.6381787
"Glen Rock, NJ",1,Glen Rock, NJ,40.9628758,-74.1329207
"Rancho Mirage, CA",1,Rancho Mirage, CA,33.739744,-116.41279
"Glasgow, KY",1,Glasgow, KY,36.9958839,-85.91192149999999
"Germantown, TN",1,Germantown, TN,35.0867577,-89.8100858
"Ravensworth, VA",1,Ravensworth, VA,38.8040019,-77.2205379
"Raymond, MS",1,Raymond, MS,32.2593146,-90.4225951
"Raynham Center, MA",1,Raynham Center, MA,41.9237121,-71.0522665
"Geneva, IL",1,Geneva, IL,41.8875281,-88.3053525
"Geismar, LA",1,Geismar, LA,30.2193468,-91.00650879999999
"Renton, WA",1,Renton, WA,47.4796927,-122.2079218
"Garland, TX",1,Garland, TX,32.912624,-96.63888329999999
"Gallatin, TN",1,Gallatin, TN,36.3883809,-86.4466599
"Redstone Arsenal, AL",1,Redstone Arsenal, AL,34.6950842,-86.65103289999999
"Gainesville, MO",1,Gainesville, MO,36.6031184,-92.42821699999999
"Rehoboth Beach, DE",1,Rehoboth Beach, DE,38.7209454,-75.07601369999999
"Rehoboth, MA",1,Rehoboth, MA,41.8470056,-71.2393933
"Remote, IL",1,Remote, IL,42.057243,-87.69542899999999
"Remote, MD",1,Remote, MD,29.9619271,-90.20362329999999
"Remote, WA",1,Remote, WA,,
"Fulton, IL",1,Fulton, IL,41.8672508,-90.1595705
"Rockledge, FL",1,Rockledge, FL,28.3164498,-80.72698539999999
"Fort Lee, VA",1,Fort Lee, VA,37.2489537,-77.3381855
"Fort Greely, AK",1,Fort Greely, AK,63.8858021,-145.607616
"San Bernardino, CA",1,San Bernardino, CA,34.1083449,-117.2897652
"Saint Louis Park, MN",1,Saint Louis Park, MN,44.9597376,-93.3702186
"Fairview Heights, IL",1,Fairview Heights, IL,38.5889386,-89.990382
"Fairport, NY",1,Fairport, NY,43.0986742,-77.44193779999999
"Saint Paul, MO",1,Saint Paul, MO,38.8614405,-90.741793
"Salem, NH",1,Salem, NH,42.78855530000001,-71.2008912
"Fairfield, OH",1,Fairfield, OH,39.3454673,-84.5603187
"Salem, VA",1,Salem, VA,37.2934681,-80.05476259999999
"Fairfield, ND",1,Fairfield, ND,47.1894593,-103.2221274
"Fair Lawn, NJ",1,Fair Lawn, NJ,40.9403762,-74.1318096
"Exeter, NH",1,Exeter, NH,42.9814292,-70.9477546
"San Bruno, CA",1,San Bruno, CA,37.6304904,-122.4110835
"Rockville Centre, NY",1,Rockville Centre, NY,40.65871380000001,-73.6412406
"Ewing, NJ",1,Ewing, NJ,40.2599864,-74.79091249999999
"San Clemente, CA",1,San Clemente, CA,33.4273521,-117.6126004
"Everette, PA",1,Everette, PA,40.01147110000001,-78.3733484
"San Dimas, CA",1,San Dimas, CA,34.1066756,-117.8067257
"San Francisco Bay Area Or Sacramento, CA",1,San Francisco Bay Area Or Sacramento, CA,37.7899041,-122.4314997
"Eunice, NM",1,Eunice, NM,32.4373434,-103.1590798
"Estero, FL",1,Estero, FL,26.438136,-81.8067523
"Ephrata, PA",1,Ephrata, PA,40.1798165,-76.17883909999999
"Enid, OK",1,Enid, OK,36.3955891,-97.8783911
"Englewood, NJ",1,Englewood, NJ,40.8928771,-73.9726381
"Saint Joseph, MO",1,Saint Joseph, MO,39.7674578,-94.84668099999999
"Farmingdale, NY",1,Farmingdale, NY,40.7325997,-73.4454009
"Saint Cloud, MN",1,Saint Cloud, MN,45.5579451,-94.16324039999999
"Farmington, AR",1,Farmington, AR,36.0420248,-94.2471515
"Fort George G. Meade, MD",1,Fort George G. Meade, MD,39.1137602,-76.7267773
"Fort Eustis, VA",1,Fort Eustis, VA,37.1525136,-76.5775744
"Rollingwood, TX",1,Rollingwood, TX,30.2768742,-97.7911175
"Romulus, MI",1,Romulus, MI,42.2222614,-83.39659940000001
"Forest Park, IL",1,Forest Park, IL,41.8794758,-87.81367
"Forest City, NC",1,Forest City, NC,35.3340108,-81.8651028
"Fishers, IN",1,Fishers, IN,39.9567548,-86.01335
"Findlay, OH",1,Findlay, OH,41.04422,-83.6499321
"Ferrells Creek, KY",1,Ferrells Creek, KY,37.3503314,-82.34675130000001
"Federalsburg, MD",1,Federalsburg, MD,38.6942809,-75.77215509999999
"Roy, UT",1,Roy, UT,41.1616108,-112.0263313
"Mentasta Lake, AK",1,Mentasta Lake, AK,62.923709,-143.5312583
"Feasterville Trevose, PA",1,Feasterville Trevose, PA,40.1466378,-74.9952259
"Russellville, KY",1,Russellville, KY,36.8453199,-86.887219
"Rutland, VT",1,Rutland, VT,43.6106237,-72.9726065
"Rye Brook, NY",1,Rye Brook, NY,41.0192641,-73.68346210000001
"Rye, NH",1,Rye, NH,43.0019301,-70.7695547
"Farmington, NM",1,Farmington, NM,36.72805830000001,-108.2186856
"Farmington, MI",1,Farmington, MI,42.4644795,-83.37632180000001
"Saddle Brook, NJ",1,Saddle Brook, NJ,40.9040085,-74.10073179999999
"Saginaw, MI",1,Saginaw, MI,43.4194699,-83.9508068
"Glen Rose, TX",1,Glen Rose, TX,32.2345872,-97.7553061
"Glenbrook, NV",1,Glenbrook, NV,39.0899589,-119.9378368
"Racine, WI",1,Racine, WI,42.7261309,-87.78285230000002
"Haubstadt, IN",1,Haubstadt, IN,38.2050442,-87.5741876
"Pasadena, TX",1,Pasadena, TX,29.6910625,-95.2091006
"Henrys Chapel, TX",1,Henrys Chapel, TX,32.1065502,-95.0424421
"Hennepin County, MN",1,Hennepin County, MN,45.0208911,-93.5094574
"Hebron, KY",1,Hebron, KY,39.0661472,-84.70318879999999
"Heathrow, FL",1,Heathrow, FL,28.7728194,-81.3701881
"Pearland, TX",1,Pearland, TX,29.5635666,-95.2860474
"Havre De Grace, MD",1,Havre De Grace, MD,39.5492792,-76.09161700000001
"Pembroke, NC",1,Pembroke, NC,34.6801626,-79.1950373
"Pendergrass, GA",1,Pendergrass, GA,34.16232919999999,-83.6779473
"Pendleton, OR",1,Pendleton, OR,45.672075,-118.7885967
"Hassanamisco Indian Reservat, MA",1,Hassanamisco Indian Reservat, MA,42.21088899999999,-71.7047532
"Pipersville, PA",1,Pipersville, PA,40.4259686,-75.1393428
"Peoria, AZ",1,Peoria, AZ,33.5805955,-112.2373779
"Perry, FL",1,Perry, FL,30.1115662,-83.58210629999999
"Peterborough, ON",1,Peterborough, ON,44.309058,-78.31974699999999
"Hanover, PA",1,Hanover, PA,39.8006553,-76.9830358
"Phoenixville, PA",1,Phoenixville, PA,40.1303822,-75.51491279999999
"Piedmont, SC",1,Piedmont, SC,34.7023389,-82.4645714
"Pikesville, MD",1,Pikesville, MD,39.3742729,-76.7224727
"Hanover, NH",1,Hanover, NH,43.7022451,-72.2895526
"Hampton, SC",1,Hampton, SC,32.8779425,-81.12760519999999
"Pineville, LA",1,Pineville, LA,31.3224044,-92.4343035
"Herdon, VA",1,Herdon, VA,38.9695545,-77.3860976
"Hermann, MO",1,Hermann, MO,38.7042119,-91.4373844
"Parsippany-troy Hills, NJ",1,Parsippany-troy Hills, NJ,40.8652865,-74.41738769999999
"Hibernia Natl Bk, LA",1,Hibernia Natl Bk, LA,30.2423863,-93.01380060000001
"Horton, MI",1,Horton, MI,42.1503933,-84.5188021
"Homecroft, IN",1,Homecroft, IN,39.6700453,-86.1313751
"Ozark, AL",1,Ozark, AL,31.459017,-85.640289
"Holyoke, MA",1,Holyoke, MA,42.2042586,-72.6162009
"Palatka, FL",1,Palatka, FL,29.6485801,-81.6375819
"Holliston, MA",1,Holliston, MA,42.20009659999999,-71.4245049
"Palm Desert, CA",1,Palm Desert, CA,33.7222445,-116.3744556
"Hingham, MA",1,Hingham, MA,42.2418172,-70.889759
"Hillsboro, OH",1,Hillsboro, OH,39.2022866,-83.611587
"Hilliard, OH",1,Hilliard, OH,40.0333961,-83.1582451
"Panama City Beach, FL",1,Panama City Beach, FL,30.1765914,-85.8054879
"Highland Park, IL",1,Highland Park, IL,42.1816918,-87.8003437
"Highland Park, CA",1,Highland Park, CA,34.1157564,-118.1854042
"High Point, NC",1,High Point, NC,35.9556923,-80.0053176
"Paradise, NV",1,Paradise, NV,36.0971945,-115.1466648
"Hickory, NC",1,Hickory, NC,35.7344538,-81.3444573
"Paramus, NJ",1,Paramus, NJ,40.9445428,-74.0754189
"Park Ridge, NJ",1,Park Ridge, NJ,41.0375968,-74.0406956
"Park Row, TX",1,Park Row, TX,29.7985053,-95.78691230000001
"Parkville, MD",1,Parkville, MD,39.3773292,-76.5396875
"Parris Island, SC",1,Parris Island, SC,32.328746,-80.69479
"Pineville, NC",1,Pineville, NC,35.0832014,-80.89229569999999
"Hammond, LA",1,Hammond, LA,30.5043583,-90.46119949999999
"Quincy, WA",1,Quincy, WA,47.2342997,-119.8525504
"Grand Forks, ND",1,Grand Forks, ND,47.9252568,-97.0328547
"Greeneville, NC",1,Greeneville, NC,35.612661,-77.3663538
"Portage, IN",1,Portage, IN,41.5758707,-87.1761455
"Greene, NY",1,Greene, NY,42.3292408,-75.7699147
"Greater Raleigh Area, NC",1,Greater Raleigh Area, NC,35.770426,-78.640806
"Portland, TX",1,Portland, TX,27.8772463,-97.3238805
"Granville, OH",1,Granville, OH,40.06811920000001,-82.51960369999999
"Grandville, MI",1,Grandville, MI,42.9097484,-85.7630885
"Poughkeepsie, NY",1,Poughkeepsie, NY,41.7003713,-73.9209701
"Grand Ledge, MI",1,Grand Ledge, MI,42.7533685,-84.7463757
"Grand Haven, MI",1,Grand Haven, MI,43.0630734,-86.22838639999999
"Grand Forks Afb, ND",1,Grand Forks Afb, ND,47.9525204,-97.3824492
"Hammond, IN",1,Hammond, IN,41.5833688,-87.5000412
"Princeton, IN",1,Princeton, IN,38.3553236,-87.5675222
"Goshen, CA",1,Goshen, CA,36.3510616,-119.4201204
"Goose Creek, SC",1,Goose Creek, SC,32.9810059,-80.03258670000001
"Goodyear, AZ",1,Goodyear, AZ,33.4353394,-112.3576567
"Goldsboro, NC",1,Goldsboro, NC,35.3848841,-77.9927651
"Goldfield, NV",1,Goldfield, NV,37.7084481,-117.2357131
"Puyallup, WA",1,Puyallup, WA,47.1853785,-122.2928974
"Golden Valley, MN",1,Golden Valley, MN,44.9917149,-93.3600034
"Gold River, CA",1,Gold River, CA,38.6262937,-121.2466156
"Gloucester, MA",1,Gloucester, MA,42.6159285,-70.6619888
"Port Saint Lucie, FL",1,Port Saint Lucie, FL,27.2730492,-80.3582261
"Greenfield, IN",1,Greenfield, IN,39.785043,-85.7694226
"Greenland, NH",1,Greenland, NH,43.0361995,-70.8328322
"Greenvale, NY",1,Greenvale, NY,40.8106558,-73.62846139999999
"Pittsford, NY",1,Pittsford, NY,43.0789942,-77.5275463
"Placerville, CA",1,Placerville, CA,38.7296252,-120.798546
"Plainfield, CT",1,Plainfield, CT,41.6764876,-71.91507299999999
"Hamlet, NC",1,Hamlet, NC,34.8848775,-79.6942222
"Hamilton, NJ",1,Hamilton, NJ,40.2115109,-74.6796651
"Hamden, CT",1,Hamden, CT,41.3838782,-72.9026064
"Ham Lake, MN",1,Ham Lake, MN,45.2502429,-93.2499507
"Half Moon Bay, CA",1,Half Moon Bay, CA,37.4635519,-122.4285862
"Platteville, CO",1,Platteville, CO,40.2149829,-104.8227494
"Hackensack, NJ",1,Hackensack, NJ,40.8859325,-74.0434736
"Gwynn Oak, MD",1,Gwynn Oak, MD,39.3359385,-76.6977522
"Gulf Breeze, FL",1,Gulf Breeze, FL,30.3571438,-87.1638574
"Pleasant Hill, CA",1,Pleasant Hill, CA,37.9479786,-122.0607963
"Pleasant Prairie, WI",1,Pleasant Prairie, WI,42.5530753,-87.9334118
"Groveport, OH",1,Groveport, OH,39.8532057,-82.88827599999999
"Grove City, OH",1,Grove City, OH,39.88145189999999,-83.0929644
"Groton, MA",1,Groton, MA,42.6112018,-71.5745152
"Gretna, LA",1,Gretna, LA,29.9146493,-90.0539603
"Plymouth, NH",1,Plymouth, NH,43.7570196,-71.6881528
"Point Pleasant Beach, NJ",1,Point Pleasant Beach, NJ,40.0912268,-74.0479146
"Point Pleasant, NJ",1,Point Pleasant, NJ,40.0831714,-74.0681931
"Zionsville, IN",1,Zionsville, IN,39.9508733,-86.261937
