,Location,City,city_name,state_name,Lat,Lng
1158,"Mphs, TN",1,Mphs, TN,35.1495343,-90.0489801
1159,"Mt Laurel, NJ",2,Mt Laurel, NJ,39.934002,-74.8909988
1160,"Mt Pleasant, PA",1,Mt Pleasant, PA,40.1489607,-79.5411497
1161,"Mt Pleasant, WI",1,Mt Pleasant, WI,42.7369942,-87.8844309
1162,"Mt. View, CA",5,Mt. View, CA,37.3860517,-122.0838511
1163,"Mulberry, FL",1,Mulberry, FL,27.8953038,-81.9734172
1164,"Mulhall, OK",1,Mulhall, OK,36.0647655,-97.4069867
1165,"Mundelein, IL",1,Mundelein, IL,42.263079,-88.0039653
1166,"Munster, IN",2,Munster, IN,41.5644798,-87.5125412
1167,"Murfreesboro, TN",4,Murfreesboro, TN,35.8456213,-86.39027
1168,"Murray Hill, NJ",1,Murray Hill, NJ,40.6951408,-74.4012651
1169,"Murray, UT",2,Murray, UT,40.6668916,-111.8879909
1170,"Myrtle Beach, SC",1,Myrtle Beach, SC,33.6890603,-78.8866943
1171,"Nags Head, NC",1,Nags Head, NC,35.9573922,-75.6240619
1172,"Napa, CA",1,Napa, CA,38.2975381,-122.286865
1173,"Naperville, IL",21,Naperville, IL,41.7508391,-88.1535352
1174,"Naples, FL",29,Naples, FL,26.1420358,-81.7948103
1175,"Nashotah, WI",1,Nashotah, WI,43.0977855,-88.402319
1176,"Nashua, NH",4,Nashua, NH,42.7653662,-71.467566
1177,"Nashville, TN",74,Nashville, TN,36.1626638,-86.7816016
1178,"Nashville-davidson, TN",1,Nashville-davidson, TN,36.1626638,-86.7816016
1179,"Nasville, TN",2,Nasville, TN,36.1626638,-86.7816016
1180,"Natick, MA",34,Natick, MA,42.2775281,-71.3468091
1181,"Needham Heights, MA",1,Needham Heights, MA,42.2931469,-71.2319913
1182,"Needham, MA",19,Needham, MA,42.2809285,-71.2377548
1183,"Neenah, WI",2,Neenah, WI,44.1858193,-88.462609
1184,"Neptune Beach, FL",1,Neptune Beach, FL,30.311908,-81.3964734
1185,"New Albany, OH",7,New Albany, OH,40.0811745,-82.8087864
1186,"New Bedford, MA",1,New Bedford, MA,41.6362152,-70.934205
1187,"New Berlin, WI",5,New Berlin, WI,42.9764027,-88.1084224
1188,"New Bern, NC",1,New Bern, NC,35.108493,-77.0441143
1189,"New Braunfels, TX",3,New Braunfels, TX,29.7030024,-98.1244531
1190,"New Brighton, MN",1,New Brighton, MN,45.0655212,-93.2018908
1191,"New Britain, CT",1,New Britain, CT,41.6612104,-72.7795419
1192,"New Brunswick, NJ",3,New Brunswick, NJ,40.4862157,-74.4518188
1193,"New Carrollton, MD",1,New Carrollton, MD,38.9657249,-76.8802483
1194,"New Castle, DE",12,New Castle, DE,39.6620397,-75.5668166
1195,"New Castle, PA",1,New Castle, PA,41.0036719,-80.347009
1196,"New Hartford, NY",1,New Hartford, NY,43.073403,-75.2876661
1197,"New Haven, CT",11,New Haven, CT,41.308274,-72.9278835
1198,"New Holland, PA",2,New Holland, PA,40.1017643,-76.085227
1199,"New Hyde Park, NY",1,New Hyde Park, NY,40.7351018,-73.6879082
1200,"New Iberia, LA",1,New Iberia, LA,30.0035365,-91.8187285
1201,"New Jersey, NJ",3,New Jersey, NJ,40.0583238,-74.4056612
1202,"New London, CT",1,New London, CT,41.3556539,-72.0995209
1203,"New Orleans, LA",26,New Orleans, LA,29.9510658,-90.0715323
1204,"New Providence, NJ",1,New Providence, NJ,40.6984348,-74.4015405
1205,"New Rochelle, NY",1,New Rochelle, NY,40.9114882,-73.7823549
1206,"New York City, NY",62,New York City, NY,40.7127753,-74.0059728
1207,"New York City, TX",1,New York City, TX,32.1679321,-95.6691277
1208,"New York County, NY",1,New York County, NY,40.7830603,-73.9712488
1209,"New York Or, DE",1,New York Or, DE,40.7399443,-73.9910549
1210,"New York, NY",505,New York, NY,40.7127753,-74.0059728
1211,"Newark, CA",23,Newark, CA,37.5296593,-122.0402399
1212,"Newark, DE",36,Newark, DE,39.6837226,-75.7496572
1213,"Newark, NJ",54,Newark, NJ,40.735657,-74.1723667
1214,"Newburgh, NY",1,Newburgh, NY,41.5034271,-74.0104178
1215,"Newburyport, MA",1,Newburyport, MA,42.8125913,-70.8772751
1216,"Newington, CT",1,Newington, CT,41.6972996,-72.7228293
1217,"Newington, VA",1,Newington, VA,38.7384477,-77.1849816
1218,"Newport Beach, CA",89,Newport Beach, CA,33.6188829,-117.9298493
1219,"Newport Coast, CA",1,Newport Coast, CA,33.5973864,-117.8369007
1220,"Newport News, VA",17,Newport News, VA,37.0870821,-76.4730122
1221,"Newport, DE",2,Newport, DE,39.7137237,-75.6093709
1222,"Newport, RI",1,Newport, RI,41.4901024,-71.3128285
1223,"Newton Center, MA",1,Newton Center, MA,42.3300503,-71.1948255
1224,"Newton, MA",33,Newton, MA,42.3370413,-71.2092214
1225,"Newton, NC",1,Newton, NC,35.6698552,-81.2214708
1226,"Newton, NJ",2,Newton, NJ,41.0581527,-74.7526651
1227,"Newtown Square, PA",10,Newtown Square, PA,39.9868904,-75.4007058
1228,"Newtown, CT",1,Newtown, CT,41.4141172,-73.3035651
1229,"Newtown, PA",3,Newtown, PA,40.2283371,-74.9322596
1230,"Niles, IL",6,Niles, IL,42.0189191,-87.8028402
1231,"None, LA",1,None, LA,39.6961664,-104.8355895
1232,"Norcross, GA",17,Norcross, GA,33.9412127,-84.2135309
1233,"Norfolk, VA",57,Norfolk, VA,36.8507689,-76.2858726
1234,"Normal, IL",2,Normal, IL,40.5142026,-88.9906312
1235,"Norman, OK",4,Norman, OK,35.2225668,-97.4394777
1236,"Norristown, PA",10,Norristown, PA,40.121497,-75.3399048
1237,"North Andover, MA",7,North Andover, MA,42.6987024,-71.1350575
1238,"North Arlington, NJ",1,North Arlington, NJ,40.788434,-74.1331988
1239,"North Bend, WA",1,North Bend, WA,47.4956579,-121.7867775
1240,"North Billerica, MA",3,North Billerica, MA,42.5831997,-71.2848663
1241,"North Brunswick, NJ",7,North Brunswick, NJ,40.4525163,-74.4766712
1242,"North Canton, OH",1,North Canton, OH,40.875891,-81.4023356
1243,"North Carolina, NC",5,North Carolina, NC,35.7595731,-79.0192997
1244,"North Chelmsford, MA",1,North Chelmsford, MA,42.6396055,-71.383617
1245,"North Chesterfield, VA",4,North Chesterfield, VA,37.458993,-77.468513
1246,"North Chicago, IL",3,North Chicago, IL,42.325578,-87.8411818
1247,"North Franklin, TN",1,North Franklin, TN,35.9250637,-86.8688899
1248,"North Hampton, NH",5,North Hampton, NH,42.9737623,-70.8351792
1249,"North Haven, CT",6,North Haven, CT,41.3909139,-72.8595447
1250,"North Hollywood, CA",1,North Hollywood, CA,34.187044,-118.3812562
1251,"North Jersey, NJ",1,North Jersey, NJ,40.0583238,-74.4056612
1252,"North Lauderdale, FL",1,North Lauderdale, FL,26.217305,-80.2258811
1253,"North Liberty, IA",3,North Liberty, IA,41.739482,-91.6080974
1254,"North Miami Beach, FL",1,North Miami Beach, FL,25.9331488,-80.1625463
1255,"North Miami, FL",3,North Miami, FL,25.8900949,-80.1867138
1256,"North Quincy, MA",6,North Quincy, MA,42.2811843,-71.0245188
1257,"North Reading, MA",5,North Reading, MA,42.5750939,-71.0786653
1258,"North Royalton, OH",2,North Royalton, OH,41.3136644,-81.7245739
1259,"North Syracuse, NY",2,North Syracuse, NY,43.1347897,-76.1299238
1260,"North Wales, PA",2,North Wales, PA,40.2109404,-75.2782317
1261,"Northbrook, IL",17,Northbrook, IL,42.1275267,-87.8289548
1262,"Northfield, MN",1,Northfield, MN,44.4582983,-93.161604
1263,"Northfield, VT",1,Northfield, VT,44.1511723,-72.6564986
1264,"Norwalk, CA",4,Norwalk, CA,33.9022367,-118.081733
1265,"Norwalk, CT",27,Norwalk, CT,41.117744,-73.4081575
1266,"Norwell, MA",9,Norwell, MA,42.1615157,-70.7927832
1267,"Norwich, CT",2,Norwich, CT,41.5242649,-72.0759105
1268,"Norwich, VT",2,Norwich, VT,43.7153482,-72.307869
1269,"Norwood, MA",9,Norwood, MA,42.1943909,-71.1989695
1270,"Novato, CA",28,Novato, CA,38.1074198,-122.5697032
1271,"Novi, MI",24,Novi, MI,42.48059,-83.4754913
1272,"Ny (midtown), NY",1,Ny (midtown), NY,40.7549309,-73.9840195
1273,"Nyc, NY",62,Nyc, NY,40.7127753,-74.0059728
1274,"O Fallon, MO",2,O Fallon, MO,38.8106075,-90.6998477
1275,"O' Fallon, MO",1,O' Fallon, MO,38.8106075,-90.6998477
1276,"O'fallon, IL",3,O'fallon, IL,38.592323,-89.910991
1277,"O'fallon, MO",5,O'fallon, MO,38.8106075,-90.6998477
1278,"Oak Brook, IL",29,Oak Brook, IL,41.8397865,-87.9535534
1279,"Oak Park, MI",3,Oak Park, MI,42.4594803,-83.1827051
1280,"Oak Ridge, TN",2,Oak Ridge, TN,36.0103561,-84.2696449
1281,"Oakbrook Terrace, IL",2,Oakbrook Terrace, IL,41.8500302,-87.9645077
1282,"Oakbrook, IL",1,Oakbrook, IL,41.8397865,-87.9535534
1283,"Oakland, CA",93,Oakland, CA,37.8043637,-122.2711137
1284,"Oakland, MI",1,Oakland, MI,42.5921924,-83.336188
1285,"Oakland, NJ",5,Oakland, NJ,41.0131529,-74.2643143
1286,"Oaks, PA",3,Oaks, PA,40.133503,-75.4636031
1287,"Oakton, VA",5,Oakton, VA,38.8809451,-77.3008172
1288,"Ocean Pines, MD",1,Ocean Pines, MD,38.395392,-75.1557415
1289,"Ocoee, FL",8,Ocoee, FL,28.5691677,-81.5439619
1290,"Ofallon, MO",3,Ofallon, MO,38.8106075,-90.6998477
1291,"Ogden, UT",4,Ogden, UT,41.223,-111.9738304
1292,"Ohio, OH",2,Ohio, OH,40.4172871,-82.907123
1293,"Oklahoma City, OK",21,Oklahoma City, OK,35.4675602,-97.5164276
1294,"Oklahoma, OK",2,Oklahoma, OK,35.4675602,-97.5164276
1295,"Old Lyme, CT",2,Old Lyme, CT,41.3159315,-72.3289715
1296,"Old Tappan, NJ",1,Old Tappan, NJ,41.010653,-73.9912493
1297,"Olde West Chester, OH",4,Olde West Chester, OH,39.3317246,-84.4071639
1298,"Oldsmar, FL",2,Oldsmar, FL,28.0341847,-82.6650992
1299,"Olympia, WA",5,Olympia, WA,47.0378741,-122.9006951
1300,"Omaha, NE",72,Omaha, NE,41.2565369,-95.9345034
1301,"Ontario, CA",6,Ontario, CA,34.0633443,-117.6508876
1302,"Opelika, AL",1,Opelika, AL,32.6454116,-85.3782795
1303,"Orange County, CA",7,Orange County, CA,33.7174708,-117.8311428
1304,"Orange, CA",27,Orange, CA,33.7879139,-117.8531007
1305,"Orange, CT",3,Orange, CT,41.278637,-73.0265277
1306,"Orem, UT",8,Orem, UT,40.2968979,-111.6946475
1307,"Orland Park, IL",1,Orland Park, IL,41.6303103,-87.8539425
1308,"Orlando, FL",115,Orlando, FL,28.5383355,-81.3792365
1309,"Ormond Beach, FL",3,Ormond Beach, FL,29.2858129,-81.0558894
1310,"Oshkosh, WI",3,Oshkosh, WI,44.0247062,-88.5426136
1311,"Ottawa, ON",1,Ottawa, ON,45.4215296,-75.6971931
1312,"Ottumwa, IA",1,Ottumwa, IA,41.0160293,-92.4083022
1313,"Overland Park, KS",31,Overland Park, KS,38.9822282,-94.6707917
1314,"Overland, MO",2,Overland, MO,38.7011626,-90.3623381
1315,"Oviedo, FL",1,Oviedo, FL,28.669997,-81.2081203
1316,"Owensboro, KY",4,Owensboro, KY,37.7719074,-87.1111676
1317,"Owensville, IN",1,Owensville, IN,38.2719894,-87.6878036
1318,"Owings Mills, MD",58,Owings Mills, MD,39.4195499,-76.7802528
1319,"Owingsmills, MD",2,Owingsmills, MD,39.4195499,-76.7802528
1320,"Owosso, MI",4,Owosso, MI,42.9978049,-84.1766358
1321,"Oxnard, CA",14,Oxnard, CA,34.1975048,-119.1770516
1322,"Ozark, AL",1,Ozark, AL,31.459017,-85.640289
1323,"Painted Post, NY",5,Painted Post, NY,42.1620186,-77.0941366
1324,"Palatka, FL",1,Palatka, FL,29.6485801,-81.6375819
1325,"Palm Bay, FL",4,Palm Bay, FL,28.0344621,-80.5886646
1326,"Palm Beach Gardens, FL",9,Palm Beach Gardens, FL,26.8233946,-80.1386547
1327,"Palm Beach, FL",2,Palm Beach, FL,26.7056206,-80.0364297
1328,"Palm Desert, CA",1,Palm Desert, CA,33.7222445,-116.3744556
1329,"Palmdale, CA",7,Palmdale, CA,34.5794343,-118.1164613
1330,"Palmetto, FL",12,Palmetto, FL,27.5214269,-82.5723193
1331,"Palo Alto, CA",65,Palo Alto, CA,37.4418834,-122.1430195
1332,"Panama City Beach, FL",1,Panama City Beach, FL,30.1765914,-85.8054879
1333,"Panama City, FL",2,Panama City, FL,30.1588129,-85.6602058
1334,"Panorama Park, CA",2,Panorama Park, CA,34.2278159,-118.4417471
1335,"Paoli, PA",2,Paoli, PA,40.0419021,-75.4876445
1336,"Paradise, NV",1,Paradise, NV,36.0971945,-115.1466648
1337,"Paragould, AR",2,Paragould, AR,36.0584021,-90.4973286
1338,"Paramus, NJ",1,Paramus, NJ,40.9445428,-74.0754189
1339,"Park Ridge, NJ",1,Park Ridge, NJ,41.0375968,-74.0406956
1340,"Park Row, TX",1,Park Row, TX,29.7985053,-95.7869123
1341,"Parkville, MD",1,Parkville, MD,39.3773292,-76.5396875
1342,"Parris Island, SC",1,Parris Island, SC,32.328746,-80.69479
1343,"Parsippany, NJ",24,Parsippany, NJ,40.8652865,-74.4173877
1344,"Parsippany-troy Hills, NJ",1,Parsippany-troy Hills, NJ,40.8652865,-74.4173877
1345,"Pasadena, CA",95,Pasadena, CA,34.1477849,-118.1445155
1346,"Pasadena, MD",5,Pasadena, MD,39.1073317,-76.5710753
1347,"Pasadena, TX",1,Pasadena, TX,29.6910625,-95.2091006
1348,"Pataskala, OH",2,Pataskala, OH,39.9956193,-82.6743341
1349,"Patuxent River, MD",2,Patuxent River, MD,38.73481,-76.7102059
1350,"Peabody, MA",3,Peabody, MA,42.5278731,-70.9286609
1351,"Peachtree City, GA",15,Peachtree City, GA,33.3968557,-84.5963432
1352,"Pearl River, NY",3,Pearl River, NY,41.0589855,-74.0218063
1353,"Pearland, TX",1,Pearland, TX,29.5635666,-95.2860474
1354,"Pelham, NH",2,Pelham, NH,42.7345339,-71.3245067
1355,"Pembroke Pines, FL",6,Pembroke Pines, FL,26.007765,-80.2962555
1356,"Pembroke, NC",1,Pembroke, NC,34.6801626,-79.1950373
1357,"Pendergrass, GA",1,Pendergrass, GA,34.1623292,-83.6779473
1358,"Pendleton, OR",1,Pendleton, OR,45.672075,-118.7885967
1359,"Pennington, NJ",7,Pennington, NJ,40.3284402,-74.790718
1360,"Pensacola, FL",48,Pensacola, FL,30.421309,-87.2169149
1361,"Peoria, AZ",1,Peoria, AZ,33.5805955,-112.2373779
1362,"Peoria, IL",18,Peoria, IL,40.6936488,-89.5889864
1363,"Perry, FL",1,Perry, FL,30.1115662,-83.5821063
1364,"Perrysburg, OH",2,Perrysburg, OH,41.556996,-83.627157
1365,"Peterborough, ON",1,Peterborough, ON,44.309058,-78.319747
1366,"Philadelphia, PA",118,Philadelphia, PA,39.9525839,-75.1652215
1367,"Phoenix, AZ",134,Phoenix, AZ,33.4483771,-112.0740373
1368,"Phoenixville, PA",1,Phoenixville, PA,40.1303822,-75.5149128
1369,"Piedmont, SC",1,Piedmont, SC,34.7023389,-82.4645714
1370,"Pikesville, MD",1,Pikesville, MD,39.3742729,-76.7224727
1371,"Pine Brook, NJ",2,Pine Brook, NJ,40.8674879,-74.3440842
1372,"Pinellas Park, FL",2,Pinellas Park, FL,27.8428025,-82.6995443
1373,"Pineville, LA",1,Pineville, LA,31.3224044,-92.4343035
1374,"Pineville, NC",1,Pineville, NC,35.0832014,-80.8922957
1375,"Pipersville, PA",1,Pipersville, PA,40.4259686,-75.1393428
1376,"Piscataway, NJ",55,Piscataway, NJ,40.554887,-74.4642861
1377,"Pittsburgh, PA",155,Pittsburgh, PA,40.4406248,-79.9958864
1378,"Pittsfield, MA",2,Pittsfield, MA,42.4500845,-73.2453824
1379,"Pittsford, NY",1,Pittsford, NY,43.0789942,-77.5275463
1380,"Placerville, CA",1,Placerville, CA,38.7296252,-120.798546
1381,"Plainfield, CT",1,Plainfield, CT,41.6764876,-71.915073
1382,"Plainfield, NH",2,Plainfield, NH,43.5489556,-72.2600655
1383,"Plainfield, NJ",2,Plainfield, NJ,40.6337136,-74.4073736
1384,"Plainview, NY",4,Plainview, NY,40.7764882,-73.4673454
1385,"Plano, TX",103,Plano, TX,33.0198431,-96.6988856
1386,"Plantation, FL",17,Plantation, FL,26.1275862,-80.2331036
1387,"Platteville, CO",1,Platteville, CO,40.2149829,-104.8227494
1388,"Playa Del Rey, CA",3,Playa Del Rey, CA,33.9564194,-118.4422317
1389,"Playa Vista, CA",11,Playa Vista, CA,33.9719826,-118.4265872
1390,"Pleasant Grove, UT",8,Pleasant Grove, UT,40.3641184,-111.73854
1391,"Pleasant Hill, CA",1,Pleasant Hill, CA,37.9479786,-122.0607963
1392,"Pleasant Prairie, WI",1,Pleasant Prairie, WI,42.5530753,-87.9334118
1393,"Pleasanton, CA",43,Pleasanton, CA,37.6624312,-121.8746789
1394,"Plymouth Meeting, PA",9,Plymouth Meeting, PA,40.1023319,-75.2743467
1395,"Plymouth, MA",7,Plymouth, MA,41.9584457,-70.6672621
1396,"Plymouth, MI",16,Plymouth, MI,42.3714253,-83.4702132
1397,"Plymouth, MN",26,Plymouth, MN,45.0105194,-93.4555093
1398,"Plymouth, NH",1,Plymouth, NH,43.7570196,-71.6881528
1399,"Point Pleasant Beach, NJ",1,Point Pleasant Beach, NJ,40.0912268,-74.0479146
1400,"Point Pleasant, NJ",1,Point Pleasant, NJ,40.0831714,-74.0681931
1401,"Pompano Beach, FL",4,Pompano Beach, FL,26.2378597,-80.1247667
1402,"Ponte Vedra Beach, FL",3,Ponte Vedra Beach, FL,30.2400058,-81.3852595
1403,"Pontiac, MI",19,Pontiac, MI,42.6389216,-83.2910468
1404,"Port Hueneme, CA",2,Port Hueneme, CA,34.1477829,-119.1951074
1405,"Port Saint Lucie, FL",1,Port Saint Lucie, FL,27.2730492,-80.3582261
1406,"Port Washington, NY",4,Port Washington, NY,40.8256561,-73.6981858
1407,"Portage, IN",1,Portage, IN,41.5758707,-87.1761455
1408,"Portland, ME",20,Portland, ME,43.6590993,-70.2568189
1409,"Portland, OR",145,Portland, OR,45.5122308,-122.6587185
1410,"Portland, TX",1,Portland, TX,27.8772463,-97.3238805
1411,"Portsmouth, NH",14,Portsmouth, NH,43.0717552,-70.7625532
1412,"Portsmouth, VA",2,Portsmouth, VA,36.8354258,-76.2982742
1413,"Poughkeepsie, NY",1,Poughkeepsie, NY,41.7003713,-73.9209701
1414,"Poway, CA",23,Poway, CA,32.9628232,-117.0358646
1415,"Prattville, AL",5,Prattville, AL,32.4640245,-86.4596966
1416,"Prescott, AZ",2,Prescott, AZ,34.5400242,-112.4685025
1417,"Preston, MD",2,Preston, MD,38.7126151,-75.9099361
1418,"Princeton, IN",1,Princeton, IN,38.3553236,-87.5675222
1419,"Princeton, NJ",58,Princeton, NJ,40.3572976,-74.6672226
1420,"Prineville, OR",2,Prineville, OR,44.2998485,-120.8344664
1421,"Providence, RI",18,Providence, RI,41.8239891,-71.4128343
1422,"Provo, UT",9,Provo, UT,40.2338438,-111.6585337
1423,"Pullman, WA",4,Pullman, WA,46.7297771,-117.1817377
1424,"Purchase, NY",18,Purchase, NY,41.0400135,-73.7144477
1425,"Puyallup, WA",1,Puyallup, WA,47.1853785,-122.2928974
1426,"Quantico, VA",12,Quantico, VA,38.5229229,-77.2900787
1427,"Queens, NY",2,Queens, NY,40.7282239,-73.7948516
1428,"Quincy, MA",41,Quincy, MA,42.2528772,-71.0022705
1429,"Quincy, WA",1,Quincy, WA,47.2342997,-119.8525504
1430,"Racine, WI",1,Racine, WI,42.7261309,-87.7828523
1431,"Radford, VA",6,Radford, VA,37.1317924,-80.5764477
1432,"Radnor, PA",4,Radnor, PA,40.043912,-75.3754599
1433,"Rahway, NJ",6,Rahway, NJ,40.6081591,-74.2776468
1434,"Raleigh, NC",131,Raleigh, NC,35.7795897,-78.6381787
1435,"Raleigh, ND",1,Raleigh, ND,46.3581421,-101.3058774
1436,"Raleigh, NY",1,Raleigh, NY,35.7795897,-78.6381787
1437,"Rancho Cordova, CA",56,Rancho Cordova, CA,38.5890723,-121.302728
1438,"Rancho Cucamonga, CA",6,Rancho Cucamonga, CA,34.1063989,-117.5931084
1439,"Rancho Mirage, CA",1,Rancho Mirage, CA,33.739744,-116.41279
1440,"Rancho Santa Margarita, CA",6,Rancho Santa Margarita, CA,33.640171,-117.602832
1441,"Random Lake, WI",3,Random Lake, WI,43.55222,-87.9617585
1442,"Rapid City, SD",3,Rapid City, SD,44.0805434,-103.2310149
1443,"Raritan, NJ",9,Raritan, NJ,40.5695474,-74.6329363
1444,"Ravensworth, VA",1,Ravensworth, VA,38.8040019,-77.2205379
1445,"Raymond, MS",1,Raymond, MS,32.2593146,-90.4225951
1446,"Raynham Center, MA",1,Raynham Center, MA,41.9237121,-71.0522665
1447,"Raynham, MA",9,Raynham, MA,41.9487077,-71.0731162
1448,"Reading, MA",1,Reading, MA,42.5256563,-71.0952891
1449,"Reading, PA",6,Reading, PA,40.3356483,-75.9268747
1450,"Red Bank, NJ",4,Red Bank, NJ,40.3470543,-74.0643065
1451,"Red Bay, AL",3,Red Bay, AL,34.4398202,-88.1408747
1452,"Redlands, CA",2,Redlands, CA,34.0555693,-117.1825381
1453,"Redmond, WA",47,Redmond, WA,47.6739881,-122.121512
1454,"Redondo Beach, CA",24,Redondo Beach, CA,33.8491816,-118.3884078
1455,"Redstone Arsenal, AL",1,Redstone Arsenal, AL,34.6950842,-86.6510329
1456,"Redwood City, CA",111,Redwood City, CA,37.4852152,-122.2363548
1457,"Rehoboth Beach, DE",1,Rehoboth Beach, DE,38.7209454,-75.0760137
1458,"Rehoboth, MA",1,Rehoboth, MA,41.8470056,-71.2393933
1459,"Remote, IL",1,Remote, IL,42.057243,-87.695429
1460,"Remote, MD",1,Remote, MD,29.9619271,-90.2036233
1461,"Remote, OR",5,Remote, OR,43.0059455,-123.8925908
1462,"Remote, WA",1,Remote, WA,47.054592,-122.773556
1463,"Reno, NV",8,Reno, NV,39.5296329,-119.8138027
1464,"Rensselaer, NY",8,Rensselaer, NY,42.6425794,-73.742898
1465,"Renton, WA",1,Renton, WA,47.4796927,-122.2079218
1466,"Research Triangle Park, NC",5,Research Triangle Park, NC,35.8991678,-78.8636402
1467,"Reston, VA",99,Reston, VA,38.9586307,-77.3570028
1468,"Reynoldsburg, OH",1,Reynoldsburg, OH,39.9547861,-82.8121191
1469,"Rhinelander, WI",1,Rhinelander, WI,45.6366228,-89.4120753
1470,"Richardson, TX",92,Richardson, TX,32.9483335,-96.7298519
1471,"Richfield, MN",4,Richfield, MN,44.8832982,-93.2830021
1472,"Richland, WA",1,Richland, WA,46.28042,-119.2751996
1473,"Richmond City, VA",1,Richmond City, VA,37.5407246,-77.4360481
1474,"Richmond Heights, OH",1,Richmond Heights, OH,41.5528288,-81.5101208
1475,"Richmond, BC",4,Richmond, BC,49.1665898,-123.133569
1476,"Richmond, CA",4,Richmond, CA,37.9357576,-122.3477486
1477,"Richmond, NH",1,Richmond, NH,42.7544657,-72.2715876
1478,"Richmond, TX",1,Richmond, TX,29.5821811,-95.7607832
1479,"Richmond, VA",93,Richmond, VA,37.5407246,-77.4360481
1480,"Ridgefield Park, NJ",2,Ridgefield Park, NJ,40.8570442,-74.0215285
1481,"Ridgefield, CT",5,Ridgefield, CT,41.2840635,-73.4975412
1482,"Rio Rancho, NM",2,Rio Rancho, NM,35.2327544,-106.6630437
1483,"River Grove, IL",1,River Grove, IL,41.9258642,-87.8358943
1484,"Riverdale, MD",1,Riverdale, MD,38.963444,-76.9316408
1485,"Riverside, CA",9,Riverside, CA,33.9806005,-117.3754942
1486,"Riverwoods, IL",2,Riverwoods, IL,42.1675254,-87.897014
1487,"Roanoke, VA",1,Roanoke, VA,37.2709704,-79.9414266
1488,"Rochester Hills, MI",4,Rochester Hills, MI,42.6583661,-83.1499322
1489,"Rochester, MN",4,Rochester, MN,44.0121221,-92.4801989
1490,"Rochester, NY",33,Rochester, NY,43.1565779,-77.6088465
1491,"Rock Creek, OH",1,Rock Creek, OH,41.6603329,-80.8606439
1492,"Rockaway, NJ",2,Rockaway, NJ,40.9012101,-74.5143232
1493,"Rockford, IL",2,Rockford, IL,42.2711311,-89.0939952
1494,"Rockland, MA",2,Rockland, MA,42.1306563,-70.9161551
1495,"Rockledge, FL",1,Rockledge, FL,28.3164498,-80.7269854
1496,"Rockleigh, NJ",2,Rockleigh, NJ,41.0003754,-73.930414
1497,"Rocklin, CA",18,Rocklin, CA,38.7907339,-121.2357828
1498,"Rockville Centre, NY",1,Rockville Centre, NY,40.6587138,-73.6412406
1499,"Rockville, MD",33,Rockville, MD,39.0839973,-77.1527578
1500,"Rocky Hill, CT",13,Rocky Hill, CT,41.6572525,-72.6655757
1501,"Rocky Mount, NC",5,Rocky Mount, NC,35.9382103,-77.7905339
1502,"Rolling Meadows, IL",12,Rolling Meadows, IL,42.0841936,-88.0131275
1503,"Rollingwood, TX",1,Rollingwood, TX,30.2768742,-97.7911175
1504,"Rome, NY",2,Rome, NY,43.2128473,-75.4557303
1505,"Romulus, MI",1,Romulus, MI,42.2222614,-83.3965994
1506,"Roseland, NJ",6,Roseland, NJ,40.8206555,-74.2937594
1507,"Rosemont, IL",11,Rosemont, IL,41.9867507,-87.8721602
1508,"Roseville, CA",18,Roseville, CA,38.7521235,-121.2880059
1509,"Roseville, MN",4,Roseville, MN,45.0060767,-93.1566107
1510,"Roseville, PA",3,Roseville, PA,41.8656298,-76.9574633
1511,"Rosslyn, VA",8,Rosslyn, VA,38.8967784,-77.0724776
1512,"Roswell, GA",7,Roswell, GA,34.0232431,-84.3615555
1513,"Round Lake, IL",4,Round Lake, IL,42.353355,-88.0934145
1514,"Round Rock, TX",24,Round Rock, TX,30.5082551,-97.678896
1515,"Roy, UT",1,Roy, UT,41.1616108,-112.0263313
1516,"Royal Oak, MI",22,Royal Oak, MI,42.4894801,-83.1446485
1517,"Rtp, NC",2,Rtp, NC,35.8991678,-78.8636402
1518,"Russellville, AL",2,Russellville, AL,34.5078726,-87.7286431
1519,"Russellville, KY",1,Russellville, KY,36.8453199,-86.887219
1520,"Rutland, VT",1,Rutland, VT,43.6106237,-72.9726065
1521,"Rye Brook, NY",1,Rye Brook, NY,41.0192641,-73.6834621
1522,"Rye, NH",1,Rye, NH,43.0019301,-70.7695547
1523,"Rye, NY",3,Rye, NY,40.9806535,-73.6837399
1524,"Sacramento, CA",52,Sacramento, CA,38.5815719,-121.4943996
1525,"Saddle Brook, NJ",1,Saddle Brook, NJ,40.9040085,-74.1007318
1526,"Saginaw, MI",1,Saginaw, MI,43.4194699,-83.9508068
1527,"Saint Albans, VT",2,Saint Albans, VT,44.8107132,-73.0835582
1528,"Saint Cloud, MN",1,Saint Cloud, MN,45.5579451,-94.1632404
1529,"Saint Johns, MI",2,Saint Johns, MI,43.001143,-84.5591521
1530,"Saint Joseph, MI",2,Saint Joseph, MI,42.0938577,-86.4895463
1531,"Saint Joseph, MO",1,Saint Joseph, MO,39.7674578,-94.846681
1532,"Saint Louis Park, MN",1,Saint Louis Park, MN,44.9597376,-93.3702186
1533,"Saint Louis, MO",168,Saint Louis, MO,38.6270025,-90.1994042
1534,"Saint Paul, MN",58,Saint Paul, MN,44.9537029,-93.0899578
1535,"Saint Paul, MO",1,Saint Paul, MO,38.8614405,-90.741793
